0,0,11,9,64.0,0.0,0,0,0,3,0,0.0,0.0,0,0,0.0,1.0,0.0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
0,0,12,9,64.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3,1,52,9,4036.0,1062.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3,1,52,9,1469.0,1064.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,0
6,1,52,9,1467.0,946.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,0,2,0.0,0.0,0.333333,1.0,0.0,0.0,0,0
3,1,52,9,1403.0,940.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0,0
0,1,52,9,1510.0,1004.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,1,4,1.0,0.0,0.0,0.75,0.0,0.0,0,0
9,1,52,9,1570.0,951.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,0,5,0.0,0.0,0.0,1.0,0.0,0.0,0,0
3,1,52,9,1508.0,942.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,2,6,1.0,0.0,0.0,0.666667,0.0,0.0,0,0
1,1,52,9,1388.0,948.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,0,7,0.0,0.0,0.0,1.0,0.0,0.0,0,0
0,1,52,9,1695.0,944.0,0,0,0,0,2,0.0,0.0,0,0,0.0,0.0,1.0,0,8,0.0,0.0,0.11111099999999999,1.0,0.0,0.0,0,0
1,1,52,9,1637.0,948.0,0,0,0,0,1,0.0,0.0,0,0,0.0,0.0,1.0,0,9,0.0,0.0,0.0,1.0,0.0,0.0,0,0
